Movie_Title,Year,Rating,Runtime(Mins),main_genre,side_genre,text_data,cluster_id
Transformers: Dark of the Moon,2011,6.2,154,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Taken 2,2012,6.2,92,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Total Recall,2012,6.2,118,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
47 Ronin,2013,6.2,128,Action," Drama,  Fantasy","Action  Drama,  Fantasy",159
The Boondock Saints II: All Saints Day,2009,6.2,118,Action, Thriller,Action  Thriller,48
300: Rise of an Empire,2014,6.2,102,Action, Drama,Action  Drama,63
RoboCop,2014,6.2,117,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Jack Ryan: Shadow Recruit,2014,6.2,105,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The Karate Kid,2010,6.2,140,Action," Drama,  Family","Action  Drama,  Family",63
Takers,2010,6.2,107,Action," Crime,  Drama","Action  Crime,  Drama",5
The Eagle,2011,6.2,114,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Warrior's Way,2010,6.2,100,Action," Fantasy,  Western","Action  Fantasy,  Western",161
The Legend of Tarzan,2016,6.2,110,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Dracula Untold,2014,6.2,92,Action," Drama,  Fantasy","Action  Drama,  Fantasy",159
Ong Bak 2,2008,6.2,98,Action,Action,Action Action,81
War,2007,6.2,103,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Rogue,2007,6.2,99,Action," Drama,  Horror","Action  Drama,  Horror",114
Tower Heist,2011,6.2,104,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Hitman,2007,6.2,100,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Outlander,2008,6.2,115,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
TMNT,2007,6.2,87,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Knowing,2009,6.2,121,Action," Mystery,  Sci-Fi","Action  Mystery,  Sci-Fi",156
Next,2007,6.2,96,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Resident Evil: Extinction,2007,6.2,94,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Feast,2005,6.2,95,Action," Comedy,  Horror","Action  Comedy,  Horror",122
Zathura: A Space Adventure,2005,6.2,101,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,122,Action, Adventure,Action  Adventure,50
After the Sunset,2004,6.2,97,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Walking Tall,2004,6.2,86,Action, Crime,Action  Crime,81
Shanghai Knights,2003,6.2,114,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Austin Powers in Goldmember,2002,6.2,94,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Rush Hour 3,2007,6.2,91,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Johnny English,2003,6.2,89,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Reign of Fire,2002,6.2,101,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Kung Pow: Enter the Fist,2002,6.2,81,Action, Comedy,Action  Comedy,4
Pearl Harbor,2001,6.2,183,Action," Drama,  History","Action  Drama,  History",22
Gekijô-ban poketto monsutâ - Myûtsû no gyakushû,1998,6.2,96,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Small Soldiers,1998,6.2,108,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Deep Impact,1998,6.2,120,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
The Saint,1997,6.2,116,Action," Adventure,  Romance","Action  Adventure,  Romance",50
Money Talks,1997,6.2,97,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Devil's Own,1997,6.2,111,Action," Crime,  Drama","Action  Crime,  Drama",5
Alien Resurrection,1997,6.2,109,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Yat goh ho yan,1997,6.2,101,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Eraser,1996,6.2,115,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Waterworld,1995,6.2,135,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Blown Away,1994,6.2,121,Action," Crime,  Drama","Action  Crime,  Drama",5
Rising Sun,1993,6.2,125,Action," Crime,  Drama","Action  Crime,  Drama",5
Loaded Weapon 1,1993,6.2,84,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Hard Target,1993,6.2,97,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Lionheart,1990,6.2,108,Action," Crime,  Drama","Action  Crime,  Drama",5
Kindergarten Cop,1990,6.2,111,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Dick Tracy,1990,6.2,105,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Dead Pool,1988,6.2,91,Action," Crime,  Mystery","Action  Crime,  Mystery",124
The Toxic Avenger,1984,6.2,82,Action," Comedy,  Horror","Action  Comedy,  Horror",122
Mad Max Beyond Thunderdome,1985,6.2,107,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Cannonball Run,1981,6.2,95,Action," Comedy,  Sport","Action  Comedy,  Sport",78
Moonraker,1979,6.2,126,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Death Race 2000,1975,6.2,80,Action," Comedy,  Sci-Fi","Action  Comedy,  Sci-Fi",139
Sooryavanshi,2021,6.1,145,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Lovebirds,2020,6.1,86,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Hitman's Wife's Bodyguard,2021,6.1,100,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Crawl,2019,6.1,87,Action," Adventure,  Horror","Action  Adventure,  Horror",110
6 Underground,2019,6.1,128,Action, Thriller,Action  Thriller,48
Tomiris,2019,6.1,156,Action," Drama,  History","Action  Drama,  History",22
Dora and the Lost City of Gold,2019,6.1,102,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Blood Red Sky,2021,6.1,121,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Code 8,2019,6.1,98,Action," Crime,  Drama","Action  Crime,  Drama",5
The Protégé,2021,6.1,109,Action, Thriller,Action  Thriller,48
Hotel Artemis,2018,6.1,94,Action," Crime,  Drama","Action  Crime,  Drama",5
The Girl in the Spider's Web,2018,6.1,115,Action," Crime,  Drama","Action  Crime,  Drama",5
Ambulance,2022,6.1,136,Action," Crime,  Drama","Action  Crime,  Drama",5
Jurassic World: Fallen Kingdom,2018,6.1,128,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Mile 22,2018,6.1,94,Action, Thriller,Action  Thriller,48
Gringo,2018,6.1,111,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Jack Reacher: Never Go Back,2016,6.1,118,Action," Crime,  Drama","Action  Crime,  Drama",5
American Ultra,2015,6.1,96,Action, Comedy,Action  Comedy,4
Heist,2015,6.1,93,Action," Crime,  Drama","Action  Crime,  Drama",5
Last Knights,2015,6.1,115,Action," Drama,  History","Action  Drama,  History",22
The Huntsman: Winter's War,2016,6.1,114,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Expendables 3,2014,6.1,126,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Rampage,2018,6.1,107,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
San Andreas,2015,6.1,114,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Hit and Run,2012,6.1,100,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Collection,2012,6.1,82,Action," Adventure,  Horror","Action  Adventure,  Horror",110
Snow White and the Huntsman,2012,6.1,127,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Welcome to the Punch,2013,6.1,99,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Hobo with a Shotgun,2011,6.1,86,Action," Comedy,  Horror","Action  Comedy,  Horror",122
30 Minutes or Less,2011,6.1,83,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Mortal Engines,2018,6.1,128,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
I Am Number Four,2011,6.1,111,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
"Tomorrow, When the War Began",2010,6.1,104,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Hansel & Gretel: Witch Hunters,2013,6.1,88,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Ride Along,2014,6.1,99,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Lost City,2022,6.1,112,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Day Shift,2022,6.1,113,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
Blitz,2011,6.1,97,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Broken City,2013,6.1,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Ironclad,2011,6.1,121,Action," Drama,  History","Action  Drama,  History",22
Seeking Justice,2011,6.1,105,Action," Crime,  Drama","Action  Crime,  Drama",5
Rambo: Last Blood,2019,6.1,89,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Crank: High Voltage,2009,6.1,96,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Justice League,2017,6.1,120,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Solomon Kane,2009,6.1,104,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
The Sorcerer's Apprentice,2010,6.1,109,Action," Adventure,  Family","Action  Adventure,  Family",88
Red State,2011,6.1,88,Action," Crime,  Horror","Action  Crime,  Horror",146
Big Stan,2007,6.1,105,Action, Comedy,Action  Comedy,4
Jumper,2008,6.1,88,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Push,2009,6.1,111,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
The Sentinel,2006,6.1,108,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Flight of the Phoenix,2004,6.1,113,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Superman Returns,2006,6.1,154,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Sky Captain and the World of Tomorrow,2004,6.1,106,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Resident Evil: Apocalypse,2004,6.1,94,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Mortal Kombat,2021,6.1,110,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Undisputed,2002,6.1,96,Action," Crime,  Drama","Action  Crime,  Drama",5
Die Another Day,2002,6.1,133,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Windtalkers,2002,6.1,134,Action," Drama,  War","Action  Drama,  War",101
Antitrust,2001,6.1,108,Action," Crime,  Drama","Action  Crime,  Drama",5
15 Minutes,2001,6.1,120,Action," Crime,  Drama","Action  Crime,  Drama",5
Romeo Must Die,2000,6.1,115,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Mystery Men,1999,6.1,121,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
Men in Black II,2002,6.1,88,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Vampires,1998,6.1,108,Action," Horror,  Thriller","Action  Horror,  Thriller",171
Mission: Impossible II,2000,6.1,123,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Mercury Rising,1998,6.1,111,Action," Crime,  Drama","Action  Crime,  Drama",5
Sphere,1998,6.1,134,Action," Mystery,  Sci-Fi","Action  Mystery,  Sci-Fi",156
The Replacement Killers,1998,6.1,87,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Postman,1997,6.1,177,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Murder at 1600,1997,6.1,107,Action," Crime,  Drama","Action  Crime,  Drama",5
Deep Rising,1998,6.1,106,Action," Adventure,  Horror","Action  Adventure,  Horror",110
Broken Arrow,1996,6.1,108,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Point of No Return,1993,6.1,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Universal Soldier,1992,6.1,102,Action, Sci-Fi,Action  Sci-Fi,6
Days of Thunder,1990,6.1,107,Action," Drama,  Sport","Action  Drama,  Sport",137
Red Heat,1988,6.1,104,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Karate Kid Part II,1986,6.1,113,Action," Family,  Sport","Action  Family,  Sport",137
Lifeforce,1985,6.1,101,Action," Horror,  Mystery","Action  Horror,  Mystery",43
The Jewel of the Nile,1985,6.1,106,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Never Say Never Again,1983,6.1,134,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Krull,1983,6.1,116,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Conquest of the Planet of the Apes,1972,6.1,88,Action, Sci-Fi,Action  Sci-Fi,6
Gunpowder Milkshake,2021,6.0,114,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,6.0,109,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Project Power,2020,6.0,113,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
The Spy Who Dumped Me,2018,6.0,117,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Don't Breathe 2,2021,6.0,98,Action," Crime,  Horror","Action  Crime,  Horror",146
Captive State,2019,6.0,109,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
The Promise,2016,6.0,133,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Purge: Election Year,2016,6.0,108,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Godzilla: King of the Monsters,2019,6.0,132,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Those Who Wish Me Dead,2021,6.0,100,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The Lego Ninjago Movie,2017,6.0,101,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Taken 3,2014,6.0,108,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Machine,2013,6.0,91,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Chennai Express,2013,6.0,141,Action," Comedy,  Romance","Action  Comedy,  Romance",134
Man of Tai Chi,2013,6.0,105,Action, Drama,Action  Drama,63
Autómata,2014,6.0,109,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Honest Thief,2020,6.0,99,Action, Thriller,Action  Thriller,48
Erased,2012,6.0,100,Action, Thriller,Action  Thriller,48
Murder Mystery,2019,6.0,97,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Lockout,2012,6.0,95,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Exodus: Gods and Kings,2014,6.0,150,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Hercules,2014,6.0,98,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Immortals,2011,6.0,110,Action," Drama,  Fantasy","Action  Drama,  Fantasy",159
The Tourist,2010,6.0,103,Action, Thriller,Action  Thriller,48
Transporter 3,2008,6.0,104,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Thick as Thieves,2009,6.0,104,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Lightyear,2022,6.0,100,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Unhinged,2020,6.0,90,Action, Thriller,Action  Thriller,48
Sucker Punch,2011,6.0,110,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Valhalla Rising,2009,6.0,93,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Speed Racer,2008,6.0,135,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Carriers,2009,6.0,85,Action," Adventure,  Drama","Action  Adventure,  Drama",24
CHIPS,2017,6.0,100,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Tournament,2009,6.0,95,Action, Thriller,Action  Thriller,48
The Fast and the Furious: Tokyo Drift,2006,6.0,104,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Condemned,2007,6.0,114,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Miami Vice,2006,6.0,132,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Cowboys & Aliens,2011,6.0,119,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Van Helsing,2004,6.0,131,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Sahara,2005,6.0,124,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Hunted,2003,6.0,94,Action," Crime,  Drama","Action  Crime,  Drama",5
Jimmy Neutron: Boy Genius,2001,6.0,82,Animation," Action,  Adventure","Animation  Action,  Adventure",42
A Man Apart,2003,6.0,109,Action," Crime,  Drama","Action  Crime,  Drama",5
S.W.A.T.,2003,6.0,117,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Shaft,2000,6.0,99,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Wrongfully Accused,1998,6.0,87,Action," Comedy,  Thriller","Action  Comedy,  Thriller",166
The Big Hit,1998,6.0,91,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Soldier,1998,6.0,99,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
The Peacemaker,1997,6.0,124,Action, Thriller,Action  Thriller,48
G.I. Jane,1997,6.0,125,Action," Drama,  War","Action  Drama,  War",101
Dante's Peak,1997,6.0,108,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
First Knight,1995,6.0,134,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Shadow,1994,6.0,108,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.0,88,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Bird on a Wire,1990,6.0,110,Action, Comedy,Action  Comedy,4
K-9,1989,6.0,101,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Above the Law,1988,6.0,99,Action," Crime,  Drama","Action  Crime,  Drama",5
Firestarter,1984,6.0,114,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Beneath the Planet of the Apes,1970,6.0,95,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Liu lang di qiu,2019,5.9,125,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Venom: Let There Be Carnage,2021,5.9,97,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Tiger Zinda Hai,2017,5.9,161,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Braven,2018,5.9,94,Action, Thriller,Action  Thriller,48
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,5.9,112,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Power Rangers,2017,5.9,124,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
London Has Fallen,2016,5.9,99,Action, Thriller,Action  Thriller,48
Ride Along 2,2016,5.9,102,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Keeping Up with the Joneses,2016,5.9,105,Action, Comedy,Action  Comedy,4
The Great Wall,2016,5.9,103,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Gone,2012,5.9,94,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
The Double,2011,5.9,98,Action," Crime,  Drama","Action  Crime,  Drama",5
The Last Witch Hunter,2015,5.9,106,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Abraham Lincoln: Vampire Hunter,2012,5.9,105,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Kidnap,2017,5.9,95,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Suicide Squad,2016,5.9,123,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Star Wars: The Clone Wars,2008,5.9,98,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Transformers: Revenge of the Fallen,2009,5.9,149,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Iron Sky,2012,5.9,93,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Fatman,2020,5.9,100,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Sanctum,2011,5.9,108,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Red Tails,2012,5.9,125,Action," Drama,  History","Action  Drama,  History",22
Doomsday,2008,5.9,113,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Punisher: War Zone,2008,5.9,103,Action," Crime,  Drama","Action  Crime,  Drama",5
Domino,2005,5.9,127,Action," Biography,  Crime","Action  Biography,  Crime",121
The Legend of Zorro,2005,5.9,129,Action," Adventure,  Romance","Action  Adventure,  Romance",50
Into the Blue,2005,5.9,110,Action," Adventure,  Crime","Action  Adventure,  Crime",46
The Brothers Grimm,2005,5.9,118,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
2 Fast 2 Furious,2003,5.9,107,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Undercover Brother,2002,5.9,86,Action, Comedy,Action  Comedy,4
